,Unnamed: 0,Data,PRECIP. TOTAL (mm),PRESSÃO ATM. (mB),PRESSÃO MAX. (mB),PRESSÃO MIN. (mB),RADIAÇÃO GLOBAL (KJ/m²),TEMP. AR (°C),TEMP. ORVALHO (°C),TEMP. MÁX. (°C),TEMP. MÍN. (°C),TEMP. ORVALHO MAX. (°C),TEMP. ORVALHO MIN. (°C),UMID. REL. MAX. (%),UMID. REL. MIN. (%),UMID. REL. AR (%),DIREÇÃO VENTO (°),RAJADA VENTO (m/s),VEL. VENTO (m/s)
296,296,2002-10-24,0.0,949.3916666666668,949.6666666666666,949.1916666666666,-3699.0416666666665,29.0125,16.925,29.6,28.2875,17.629166666666666,16.283333333333335,53.0,47.5,49.833333333333336,151.66666666666666,7.033333333333334,4.158333333333333
297,297,2002-10-25,0.0,948.475,948.7166666666668,948.225,-3590.4166666666665,28.02083333333333,18.179166666666667,28.870833333333334,27.3125,18.766666666666666,17.695833333333333,59.16666666666666,51.91666666666666,55.333333333333336,182.125,8.174999999999999,4.633333333333334
298,298,2002-10-26,0.0,949.3875,949.6333333333332,949.0166666666664,-3073.0,28.025,16.920833333333334,28.870833333333334,27.304166666666664,17.579166666666666,16.462500000000002,57.29166666666666,51.125,54.083333333333336,210.04166666666663,6.566666666666666,2.908333333333333
299,299,2002-10-27,0.5,949.4333333333334,949.8625,949.0958333333332,-3823.6666666666665,26.23333333333333,17.3,27.054166666666664,25.275,17.941666666666666,16.566666666666666,63.75,54.958333333333336,59.333333333333336,115.66666666666669,9.3375,4.741666666666666
300,300,2002-10-28,0.0,948.9291666666668,949.1875,948.6416666666668,-3780.125,27.120833333333334,17.320833333333333,27.866666666666664,26.475,18.029166666666665,16.75,59.875,52.91666666666666,56.41666666666666,162.08333333333334,7.7375,3.9625
301,301,2002-10-29,0.1166666666666666,948.0875,948.4083333333332,947.7875,-3985.0,24.1875,18.816666666666663,25.02083333333333,23.45833333333333,19.279166666666665,18.3125,77.625,69.125,73.45833333333333,174.25,6.8375,3.345833333333333
302,302,2002-10-30,0.0,949.5041666666666,949.775,949.225,-4143.041666666667,22.84166666666667,19.67083333333333,23.15416666666667,22.475,19.879166666666663,19.3875,84.58333333333333,80.58333333333333,82.75,224.08333333333331,4.575,2.5125
303,303,2002-10-31,0.1333333333333333,950.4916666666668,950.6916666666666,950.2625,-3913.6666666666665,21.870833333333334,19.7875,22.191666666666663,21.65833333333333,20.05,19.65,89.5,86.66666666666667,88.16666666666667,224.45833333333331,4.758333333333334,2.458333333333333
304,304,2002-11-01,0.0,950.8041666666668,951.0833333333334,950.5583333333334,-3457.375,22.8,18.695833333333333,23.275,22.22083333333333,19.141666666666666,18.308333333333334,82.25,77.08333333333333,79.375,186.45833333333331,3.945833333333333,2.145833333333333
305,305,2002-11-02,0.0,949.4375,949.7583333333332,949.2208333333332,-3283.7916666666665,26.516666666666666,18.0375,27.15833333333333,25.6625,18.491666666666667,17.433333333333334,65.66666666666667,59.41666666666666,62.54166666666666,104.04166666666669,4.441666666666666,2.583333333333333
306,306,2002-11-03,0.0,947.4333333333334,947.7,947.2,-3538.6666666666665,28.808333333333334,18.6375,29.3375,27.98333333333333,19.0625,18.2375,58.458333333333336,52.875,55.208333333333336,152.16666666666666,7.204166666666667,3.775
307,307,2002-11-04,2.4166666666666665,948.6625,948.9666666666668,948.1541666666668,-3522.25,22.71666666666667,18.679166666666667,23.379166666666663,22.475,18.979166666666668,18.45833333333333,80.83333333333333,76.70833333333333,79.58333333333333,215.0,7.837499999999999,3.716666666666667
308,308,2002-11-05,0.0,497.17083333333335,953.6708333333332,953.2208333333332,-3441.7916666666665,20.445833333333333,16.716666666666665,20.90833333333333,20.15833333333333,17.05,16.458333333333332,81.58333333333333,77.45833333333333,79.95833333333333,159.5,7.516666666666667,4.529166666666667
309,309,2002-11-06,0.0,954.7125,954.95,954.4625,-3512.958333333333,22.77916666666667,15.725,23.291666666666668,22.27083333333333,16.254166666666666,15.483333333333333,69.25,65.0,66.625,125.0,8.954166666666667,5.470833333333334
310,310,2002-11-07,0.0,955.3833333333332,955.6791666666668,955.1208333333334,-2991.625,22.891666666666666,12.295833333333334,23.46666666666667,22.2875,12.991666666666667,11.754166666666668,56.16666666666666,50.91666666666666,53.29166666666666,107.75,10.4375,6.133333333333333
311,311,2002-11-08,0.0,952.7166666666668,953.0416666666666,952.5791666666668,-3402.375,24.916666666666668,11.558333333333332,25.575,24.241666666666664,12.520833333333334,10.695833333333333,49.125,43.125,46.0,104.58333333333331,9.258333333333333,5.4
312,312,2002-11-09,0.0,948.9083333333332,949.1833333333334,948.7458333333334,-3533.708333333333,27.541666666666668,14.458333333333334,28.04583333333333,26.84583333333333,14.933333333333332,13.779166666666669,47.125,42.41666666666666,44.91666666666666,190.95833333333331,8.933333333333334,4.9875
313,313,2002-11-10,1.5416666666666667,949.8666666666668,950.1791666666668,949.425,-3441.708333333333,24.04583333333333,18.7625,24.791666666666668,23.65416666666667,19.129166666666663,18.3625,75.45833333333333,70.45833333333333,73.875,219.04166666666663,9.441666666666666,4.466666666666667
314,314,2002-11-11,-416.5416666666667,496.94583333333327,497.1208333333333,496.64166666666665,-2866.958333333333,-397.8375,-401.5416666666667,-397.4791666666667,-398.07916666666665,-400.9166666666667,-401.76666666666665,-338.125,-341.75,-340.625,-4929.833333333333,-4996.595833333334,-4997.708333333333
315,315,2002-11-12,0.0,953.5166666666668,953.8208333333332,953.2416666666668,-3711.5,23.4375,14.3875,23.89583333333333,22.816666666666663,14.879166666666668,13.533333333333331,59.333333333333336,53.66666666666666,57.125,-9999.0,-9999.0,-9999.0
316,316,2002-11-13,0.0333333333333333,952.725,953.0083333333332,952.3583333333332,-3545.7916666666665,26.0125,19.308333333333334,26.725,25.454166666666666,19.820833333333333,18.8375,71.54166666666667,65.08333333333333,68.54166666666667,-1521.0833333333333,-1660.475,-1663.5083333333332
317,317,2002-11-14,-416.625,496.03333333333336,496.3875,495.6208333333333,-3877.7083333333335,-393.47083333333336,-399.88333333333327,-392.7083333333333,-394.125,-399.26666666666665,-400.4125,-348.5833333333333,-355.3333333333333,-351.7916666666667,-284.9166666666667,-408.3875,-412.5541666666666
318,318,2002-11-15,-3749.408333333333,-3154.925,-3154.5291666666667,-3155.179166666667,-6846.166666666667,-3735.5291666666662,-3738.0125,-3735.045833333333,-3735.8333333333335,-3737.745833333333,-3738.283333333333,-3698.25,-3702.9166666666665,-3700.25,-3656.875,-3744.9125,-3747.3583333333336
319,319,2002-11-16,-4582.875,-4068.1625,-4067.908333333333,-4068.2291666666665,-5916.5,-4568.025000000001,-4572.633333333333,-4567.816666666667,-4568.3625,-4572.337500000001,-4572.912499999999,-4547.875,-4550.75,-4549.5,-4466.833333333333,-4578.945833333333,-4581.070833333333
320,320,2002-11-17,-5832.75,-5437.320833333333,-5437.208333333333,-5437.425,-5934.125,-5820.462500000001,-5824.933333333333,-5820.341666666667,-5820.879166666667,-5824.695833333334,-5825.208333333333,-5808.583333333333,-5811.041666666667,-5810.333333333333,-8314.916666666666,-8331.4375,-8332.0
321,321,2002-11-18,-3333.0,-2701.2916666666665,-2701.083333333333,-2701.520833333333,-5787.5,-3314.1041666666665,-3320.5750000000003,-3313.5791666666664,-3314.4041666666667,-3320.4166666666665,-3320.9625,-3294.458333333333,-3298.125,-3295.5416666666665,-9999.0,-9999.0,-9999.0
322,322,2002-11-19,-4999.5,-4525.633333333333,-4525.520833333333,-4525.808333333333,-6782.583333333333,-4985.254166666667,-4990.075,-4984.841666666666,-4985.349999999999,-4989.804166666667,-4990.337500000001,-4970.208333333333,-4972.708333333333,-4971.041666666667,-9999.0,-9999.0,-9999.0
323,323,2002-11-20,-2916.375,-2244.458333333333,-2244.266666666667,-2244.65,-5455.25,-2895.429166666667,-2903.1708333333336,-2894.9833333333336,-2895.7625000000003,-2902.870833333333,-2903.629166666667,-2877.625,-2881.25,-2878.9166666666665,-9999.0,-9999.0,-9999.0
324,324,2002-11-21,0.2749999999999999,951.6916666666666,951.9916666666668,951.3041666666668,-3579.125,26.64583333333333,19.53333333333333,27.3875,26.204166666666666,20.041666666666668,19.09583333333333,68.83333333333333,62.875,66.33333333333333,-9999.0,-9999.0,-9999.0
325,325,2002-11-22,-2083.125,-1328.8125,-1328.6125,-1328.9958333333334,-5129.416666666667,-2063.8708333333334,-2067.7000000000003,-2063.6375000000003,-2064.520833333333,-2067.25,-2068.108333333333,-2019.375,-2024.9583333333333,-2023.0833333333333,-9999.0,-9999.0,-9999.0
326,326,2002-11-23,0.0,494.97083333333336,951.5666666666666,951.0791666666668,-3062.625,27.741666666666664,18.89583333333333,28.266666666666666,26.991666666666664,19.5,18.39166666666667,64.20833333333333,58.458333333333336,60.875,-3276.1666666666665,-3328.5333333333333,-3330.495833333333
327,327,2002-11-24,-2083.125,-1330.0333333333333,-1329.8166666666666,-1330.2291666666667,-4910.958333333333,-2061.866666666667,-2067.420833333333,-2061.420833333333,-2062.454166666667,-2067.070833333333,-2067.7541666666666,-2027.7083333333333,-2032.625,-2030.375,-1881.0,-2078.8416666666667,-2080.925
328,328,2002-11-25,-1249.875,-418.9625,-418.67083333333335,-419.1541666666667,-4056.375,-1226.1041666666667,-1232.8,-1225.8666666666666,-1226.5875,-1232.3833333333334,-1233.0416666666667,-1190.8333333333333,-1194.2083333333333,-1193.0833333333333,-1086.7083333333333,-1241.975,-1245.575
329,329,2002-11-26,0.0,949.4583333333334,949.7625,949.2,-3052.083333333333,28.804166666666664,18.95,29.3875,28.229166666666668,19.304166666666667,18.491666666666667,58.458333333333336,53.54166666666666,56.125,227.875,8.375,4.458333333333333
330,330,2002-11-27,0.0,948.9833333333332,949.2708333333334,948.6583333333332,-2595.333333333333,29.4375,19.091666666666665,30.016666666666666,28.870833333333334,19.558333333333334,18.691666666666663,57.125,52.5,54.833333333333336,213.0,8.266666666666667,4.333333333333333
331,331,2002-11-28,-3333.0,-2699.545833333333,-2699.3708333333334,-2699.804166666667,-6821.75,-3316.070833333333,-3320.558333333333,-3315.8583333333336,-3316.320833333333,-3320.370833333333,-3320.808333333333,-3287.625,-3290.333333333333,-3288.833333333333,-3225.1666666666665,-3326.991666666667,-3330.0750000000003
332,332,2002-11-29,-1249.875,-418.1875,-417.9583333333333,-418.4041666666667,-4967.125,-1228.0416666666667,-1232.025,-1227.775,-1228.3375,-1231.8041666666666,-1232.3375,-1181.7916666666667,-1185.1666666666667,-1183.375,-1059.0,-1244.0208333333333,-1246.7375
333,333,2002-11-30,0.0,950.9416666666666,951.1833333333334,950.675,-3152.208333333333,26.991666666666664,19.175,27.633333333333336,26.366666666666664,19.7625,18.591666666666665,68.33333333333333,62.125,64.91666666666667,204.04166666666663,5.0,2.379166666666667
334,334,2002-12-01,0.0166666666666666,950.0708333333332,950.3625,949.8541666666666,-3492.125,28.09583333333333,18.604166666666668,28.75,27.52083333333333,19.154166666666665,18.008333333333333,60.833333333333336,55.0,58.16666666666666,186.83333333333331,6.995833333333334,3.658333333333333
335,335,2002-12-02,-3749.625,-3611.9125,-3155.5458333333336,-3155.895833333333,-7818.125,-3732.8333333333335,-3737.4583333333335,-3732.5625,-3732.9833333333336,-3737.3625,-3737.6125,-3708.9583333333335,-3711.0,-3709.625,-3657.125,-3746.2375,-3747.8125
336,336,2002-12-03,-416.625,495.175,495.4208333333333,494.875,-4231.25,-394.13333333333327,-397.2375,-393.84583333333336,-394.4083333333333,-396.9708333333333,-397.7083333333333,-335.6666666666667,-340.1666666666667,-337.5,-260.9166666666667,-412.0625,-414.23333333333335
337,337,2002-12-04,-2916.375,-2242.508333333333,-2242.3875000000003,-2242.733333333333,-7195.458333333333,-2898.616666666667,-2902.2875,-2898.2125,-2898.9,-2902.0750000000003,-2902.5791666666664,-2861.708333333333,-2865.7916666666665,-2863.4166666666665,-2776.458333333333,-2912.991666666667,-2914.8291666666664
338,338,2002-12-05,-1666.4833333333331,-873.7875,-873.525,-874.0166666666668,-5132.125,-1644.1,-1650.15,-1643.3958333333333,-1644.8416666666665,-1649.5416666666667,-1650.8041666666668,-1607.5833333333333,-1615.8333333333333,-1611.8333333333333,-1542.9166666666667,-1662.8416666666665,-1664.925
339,339,2002-12-06,0.0,949.6708333333332,949.9291666666668,949.4666666666668,-2941.333333333333,27.33333333333333,19.9375,27.95,26.704166666666666,20.529166666666665,19.45833333333333,68.25,62.333333333333336,65.25,103.875,4.845833333333333,2.6916666666666664
340,340,2002-12-07,-833.25,35.729166666666664,36.00833333333329,35.566666666666684,-3614.75,-807.5583333333334,-815.0916666666666,-807.0583333333334,-808.1,-814.6666666666666,-815.4291666666668,-773.625,-778.25,-776.2916666666666,-657.375,-826.9333333333334,-829.9583333333334
341,341,2002-12-08,-416.5833333333333,491.25416666666666,491.4958333333333,491.0333333333333,-3610.75,-391.8666666666666,-397.4666666666667,-391.1875,-392.44166666666666,-396.8958333333333,-398.0333333333333,-344.0,-351.25,-347.5416666666667,-186.45833333333331,-412.1958333333334,-414.8333333333333
342,342,2002-12-09,0.0,948.7625,948.9916666666668,948.4416666666666,-2764.958333333333,26.85833333333333,19.7125,27.491666666666664,26.27916666666667,20.383333333333333,19.191666666666663,70.04166666666667,63.5,66.79166666666667,196.70833333333331,5.258333333333334,2.716666666666667
343,343,2002-12-10,0.0166666666666666,951.4833333333332,951.7333333333332,951.1208333333334,-3385.458333333333,26.375,20.54583333333333,27.04583333333333,25.775,21.0,20.2125,73.83333333333333,67.91666666666667,70.875,103.125,7.35,3.9375
344,344,2002-12-11,0.0083333333333333,952.2333333333332,952.5,952.0125,-3931.9166666666665,26.104166666666668,20.2,26.745833333333334,25.58333333333333,20.754166666666663,19.725,74.5,67.54166666666667,70.83333333333333,160.54166666666666,4.191666666666666,1.9666666666666668
345,345,2002-12-12,0.0,951.3666666666668,951.6666666666666,951.1208333333334,-2682.1666666666665,26.1625,19.691666666666663,26.854166666666668,25.508333333333336,20.5125,19.104166666666668,74.5,67.75,70.54166666666667,-1948.8333333333333,-1663.4541666666669,-2082.070833333333
346,346,2002-12-13,-8749.125,-8630.195833333333,-8630.183333333332,-8630.270833333334,-9999.0,-8746.0375,-8746.720833333333,-8745.945833333333,-8746.054166666667,-8746.679166666667,-8746.795833333334,-8740.083333333334,-8740.791666666666,-8740.125,-9999.0,-9999.0,-9999.0
347,347,2002-12-14,-1665.7833333333335,-874.2416666666667,-873.9833333333332,-874.4875000000001,-4663.708333333333,-1645.6583333333335,-1649.5333333333335,-1644.85,-1646.5125,-1649.0916666666665,-1649.9083333333335,-1599.5,-1606.3333333333333,-1603.0,-9569.958333333334,-9582.1875,-9582.329166666666
348,348,2002-12-15,-1249.8666666666666,-418.7125,-418.3416666666667,-418.9166666666667,-4596.0,-1227.8833333333334,-1232.5208333333333,-1227.5,-1228.4083333333333,-1232.0416666666667,-1232.8833333333334,-1182.6666666666667,-1187.7083333333333,-1185.75,-1082.6666666666667,-1245.3958333333333,-1247.6666666666667
349,349,2002-12-16,-1666.5,-874.1208333333334,-873.9458333333333,-874.3583333333332,-4883.291666666667,-1646.2541666666666,-1649.7916666666667,-1645.975,-1646.6666666666667,-1649.5458333333331,-1650.0375,-1599.5,-1603.1666666666667,-1601.5833333333333,-1437.75,-1661.6208333333334,-1664.0708333333332
350,350,2002-12-17,-833.25,39.12083333333332,39.40000000000001,38.875,-3695.0,-809.0625,-814.3375,-808.5041666666666,-809.65,-813.9416666666666,-814.7791666666667,-764.3333333333334,-770.1666666666666,-767.3333333333334,-602.9583333333334,-829.3916666666668,-831.3874999999999
351,351,2002-12-18,-833.0666666666666,38.72916666666666,39.012500000000045,38.5333333333333,-3700.125,-807.5083333333333,-814.8291666666668,-806.6999999999999,-808.3791666666666,-814.3125,-815.4458333333333,-770.5,-778.0833333333334,-774.2083333333334,-690.4583333333334,-828.5291666666667,-830.7458333333334
352,352,2002-12-19,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
353,353,2002-12-20,-8332.5,-8174.0,-8173.9875,-8174.087500000001,-9999.0,-8328.045833333334,-8329.254166666668,-8327.929166666667,-8328.079166666666,-8329.1875,-8329.275,-8321.458333333334,-8322.208333333334,-8321.708333333334,-8327.791666666666,-8331.708333333334,-8332.045833333334
354,354,2002-12-21,-4999.5,-4522.695833333333,-4522.6125,-4522.895833333333,-9110.416666666666,-4986.829166666666,-4989.670833333334,-4986.616666666667,-4987.037499999999,-4989.583333333333,-4989.775000000001,-4963.041666666667,-4965.083333333333,-4964.083333333333,-4896.75,-4996.745833333333,-4998.0125
355,355,2002-12-22,0.0,950.5208333333334,950.8458333333332,950.3,-3066.0416666666665,28.025,18.745833333333334,28.754166666666663,27.46666666666667,19.191666666666663,18.304166666666667,61.958333333333336,56.41666666666666,59.5,-7905.875,-7914.991666666666,-7915.341666666667
356,356,2002-12-23,0.0,949.2166666666668,949.4791666666666,948.95,-3059.583333333333,29.09583333333333,18.0875,29.65,28.3875,18.625,17.675,56.16666666666666,50.91666666666666,53.0,-9999.0,-9999.0,-9999.0
357,357,2002-12-24,0.0,949.875,950.1208333333334,949.5,-3255.458333333333,27.9625,19.1375,28.8875,27.4625,19.504166666666663,18.58333333333333,61.16666666666666,55.583333333333336,59.29166666666666,-9999.0,-9999.0,-9999.0
358,358,2002-12-25,0.0,951.4583333333334,951.7375,951.2125,-3380.458333333333,26.116666666666664,19.166666666666668,26.629166666666663,25.4875,19.625,18.79583333333333,70.70833333333333,65.08333333333333,67.58333333333333,-9999.0,-9999.0,-9999.0
359,359,2002-12-26,-833.25,38.9666666666667,39.2791666666667,38.75833333333336,-3996.4166666666665,-807.4958333333334,-816.8416666666667,-806.8333333333334,-808.1999999999999,-816.275,-817.125,-778.7083333333334,-784.0833333333334,-781.9583333333334,-9999.0,-9999.0,-9999.0
360,360,2002-12-27,0.5333333333333333,950.6458333333334,950.9625,950.3208333333332,-3522.5416666666665,26.041666666666668,19.29583333333333,27.0875,25.17083333333333,19.9375,18.579166666666666,72.04166666666667,62.833333333333336,68.0,-9577.791666666666,-9582.008333333331,-9582.129166666668
361,361,2002-12-28,-1249.875,-419.00833333333327,-418.6625,-419.1791666666666,-4222.083333333333,-1226.8166666666666,-1233.9583333333333,-1226.4541666666669,-1227.675,-1233.1625,-1234.3958333333333,-1188.625,-1194.9583333333333,-1193.0,-9572.833333333334,-8748.695833333333,-9582.370833333332
362,362,2002-12-29,-1666.5,-875.8833333333333,-875.65,-876.125,-4846.625,-1642.6458333333333,-1651.3083333333334,-1642.1208333333334,-1643.325,-1650.6541666666665,-1652.1208333333334,-1617.5833333333333,-1624.0416666666667,-1621.0,-9581.5,-9999.0,-9582.220833333333
363,363,2002-12-30,-1249.4166666666667,-418.06666666666666,-417.7375,-418.3375,-4252.083333333333,-1226.2083333333333,-1232.6583333333333,-1225.7375,-1227.025,-1231.9375,-1233.175,-1187.6666666666667,-1194.4583333333333,-1191.5416666666667,-9999.0,-9999.0,-9999.0
364,364,2002-12-31,-833.2333333333332,494.975,495.25,494.7458333333333,-3680.9166666666665,-391.2,-397.2,-390.55,-391.8416666666667,-396.54583333333335,-397.6833333333333,-346.0833333333333,-353.2083333333333,-349.75,-9581.541666666666,-9999.0,-9999.0
365,365,2003-01-01,-416.625,494.1833333333333,494.4875,493.9375,-3376.958333333333,-390.64166666666665,-397.06666666666666,-390.06666666666666,-391.3708333333333,-396.6125,-397.6875,-347.5416666666667,-353.875,-350.8333333333333,-9999.0,-9999.0,-9999.0
366,366,2003-01-02,-2499.733333333333,-1787.3875,-1787.075,-1787.5541666666668,-6086.583333333333,-2480.516666666667,-2484.391666666667,-2479.875,-2480.875,-2484.045833333333,-2484.8375,-2442.333333333333,-2447.6666666666665,-2444.25,-9999.0,-9999.0,-9999.0
367,367,2003-01-03,-416.26666666666665,492.475,492.7833333333333,492.1375000000001,-3994.2916666666665,-393.375,-396.1125,-392.7,-393.79583333333335,-395.7916666666667,-396.5333333333333,-333.625,-339.3333333333333,-335.625,-9999.0,-9999.0,-9999.0
368,368,2003-01-04,3.016666666666667,948.7291666666666,949.0583333333334,948.4916666666668,-3998.0833333333335,22.72083333333333,21.23333333333333,23.0,22.525,21.516666666666666,21.08333333333333,92.5,90.08333333333331,91.20833333333331,-9999.0,-9999.0,-9999.0
369,369,2003-01-05,-832.4499999999999,34.987499999999955,35.17916666666664,34.770833333333336,-2945.833333333333,-811.8125,-813.4958333333334,-811.525,-812.2291666666666,-813.3583333333332,-813.7458333333334,-749.4583333333334,-752.7916666666666,-751.125,-9999.0,-9999.0,-9999.0
370,370,2003-01-06,-2079.775,-1330.8791666666666,-1330.5708333333334,-1331.1416666666669,-6090.416666666667,-2064.9125,-2066.233333333333,-2064.608333333333,-2065.241666666667,-2065.945833333333,-2066.483333333333,-2010.375,-2012.75,-2011.5833333333333,-9999.0,-9999.0,-9999.0
371,371,2003-01-07,-833.25,37.9375,38.19166666666669,37.73333333333335,-4259.583333333333,-810.6541666666667,-814.7541666666666,-810.3208333333333,-811.2166666666667,-814.3166666666666,-815.1374999999999,-758.7916666666666,-763.75,-761.8333333333334,-9999.0,-9999.0,-9999.0
372,372,2003-01-08,0.0166666666666666,950.2166666666668,950.4166666666666,949.9708333333332,-3228.5416666666665,27.10833333333333,20.633333333333333,27.92083333333333,26.429166666666664,21.304166666666667,20.05,73.20833333333333,65.20833333333333,69.33333333333333,-9999.0,-9999.0,-9999.0
373,373,2003-01-09,0.0333333333333333,952.1541666666668,952.3166666666666,951.8958333333334,-2332.0416666666665,27.391666666666666,21.754166666666663,28.008333333333336,26.6875,22.366666666666664,21.14583333333333,76.45833333333333,68.45833333333333,72.16666666666667,-9999.0,-9999.0,-9999.0
374,374,2003-01-10,-9165.75,-9086.345833333333,-9086.345833333333,-9086.4,-9999.0,-9163.5125,-9163.9625,-9163.479166666666,-9163.558333333332,-9163.925,-9163.979166666666,-9159.416666666666,-9159.875,-9159.75,-9999.0,-9999.0,-9999.0
375,375,2003-01-11,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
376,376,2003-01-12,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
377,377,2003-01-13,-6249.375,-6349.379166666667,-5893.025000000001,-5893.258333333334,-5703.75,-6239.354166666667,-6241.45,-6239.108333333334,-6239.558333333333,-6241.241666666666,-6241.616666666666,-6221.333333333333,-6223.791666666667,-6222.5,-9999.0,-9999.0,-9999.0
378,378,2003-01-14,0.0583333333333333,949.9,950.1875,949.6333333333332,-3588.958333333333,23.85833333333333,21.35,24.375,23.504166666666663,21.79583333333333,21.025,88.5,83.5,86.20833333333333,-9999.0,-9999.0,-9999.0
379,379,2003-01-15,0.4499999999999999,950.0708333333332,950.3416666666668,949.7916666666666,-3121.208333333333,25.291666666666668,21.8625,25.73333333333333,24.8375,22.316666666666663,21.416666666666668,84.58333333333333,79.875,82.375,-9999.0,-9999.0,-9999.0
380,380,2003-01-16,1.491666666666667,950.5625,950.9166666666666,950.1833333333334,-3196.333333333333,26.075,21.666666666666668,26.89583333333333,25.479166666666668,22.3875,21.15,81.875,74.375,78.125,-7419.083333333333,-7914.791666666667,-7498.716666666667
381,381,2003-01-17,0.0083333333333333,950.4375,950.725,950.1541666666668,-2960.083333333333,24.78333333333333,21.8,25.2125,24.2625,22.133333333333336,21.383333333333336,86.41666666666667,81.625,84.04166666666667,-9999.0,-9999.0,-9999.0
382,382,2003-01-18,0.1333333333333333,950.8333333333334,951.0916666666668,950.55,-3551.208333333333,25.39583333333333,21.945833333333336,25.98333333333333,24.85833333333333,22.39583333333333,21.558333333333334,84.375,78.875,81.70833333333333,-9999.0,-9999.0,-9999.0
383,383,2003-01-19,-2083.116666666667,-1330.9166666666667,-1786.9208333333331,-1787.2625,-6209.166666666667,-2063.133333333333,-2065.9083333333333,-2480.6875,-2481.3250000000003,-2483.125,-2483.741666666667,-2435.583333333333,-2439.0416666666665,-2018.2083333333333,-9999.0,-9999.0,-9999.0
384,384,2003-01-20,-3332.866666666667,-2700.491666666667,-2700.25,-2700.579166666667,-5647.458333333333,-3315.9083333333333,-3318.3583333333336,-3315.5375,-3316.2791666666667,-3317.9625,-3318.5916666666667,-3276.5416666666665,-3281.083333333333,-3279.125,-9999.0,-9999.0,-9999.0
385,385,2003-01-21,0.0,947.7791666666668,948.0375,947.525,-3449.083333333333,25.08333333333333,21.375,25.4375,24.70833333333333,21.616666666666664,21.079166666666666,82.66666666666667,78.33333333333333,80.625,-9999.0,-9999.0,-9999.0
386,386,2003-01-22,0.075,947.8666666666668,948.1083333333332,947.6291666666666,-3502.375,24.7,21.566666666666663,25.3125,24.09583333333333,22.0125,21.25,86.29166666666667,79.875,83.08333333333333,-9999.0,-9999.0,-9999.0
387,387,2003-01-23,1.2,950.7416666666668,950.8958333333334,950.2875,-3823.3333333333335,23.179166666666664,21.016666666666666,23.65416666666667,22.89583333333333,21.3625,20.75,88.875,85.5,87.58333333333333,-9999.0,-9999.0,-9999.0
388,388,2003-01-24,0.1833333333333333,953.4291666666668,953.7041666666668,953.15,-3625.4166666666665,23.2875,21.39583333333333,23.7125,22.866666666666664,21.7125,20.9875,90.83333333333331,86.75,89.29166666666667,-9999.0,-9999.0,-9999.0
389,389,2003-01-25,-416.5916666666667,496.2375,496.48333333333335,496.0208333333333,-3527.2916666666665,23.745833333333334,-396.4083333333333,24.066666666666663,23.429166666666664,-396.0208333333333,-396.63333333333327,87.33333333333333,83.54166666666667,85.29166666666667,-9999.0,-9999.0,-9999.0
390,390,2003-01-26,0.25,950.9916666666668,951.325,950.8083333333334,-3544.083333333333,22.820833333333336,20.379166666666663,23.33333333333333,22.491666666666664,20.745833333333334,20.041666666666668,88.5,83.54166666666667,86.41666666666667,-9999.0,-9999.0,-9999.0
391,391,2003-01-27,1.4666666666666668,948.4125,948.6666666666666,948.2166666666668,-3716.25,22.27916666666667,20.6875,22.808333333333334,21.8625,21.1125,20.366666666666667,92.54166666666669,88.70833333333333,90.79166666666669,-9999.0,-9999.0,-9999.0
392,392,2003-01-28,-833.0749999999999,37.0125,37.17916666666668,36.72083333333333,-4354.0,-812.2666666666668,-814.975,-811.6083333333335,-813.0124999999999,-814.5416666666666,-815.5,-753.1666666666666,-758.5833333333334,-755.7083333333334,-9999.0,-9999.0,-9999.0
393,393,2003-01-29,0.0,950.5041666666666,950.7208333333332,950.25,-2963.125,25.079166666666666,18.22083333333333,25.766666666666666,24.42083333333333,18.92083333333333,17.570833333333333,71.79166666666667,64.66666666666667,68.20833333333333,-9999.0,-9999.0,-9999.0
394,394,2003-01-30,0.0,950.5291666666668,950.7958333333332,950.3166666666666,-3028.708333333333,25.141666666666666,19.541666666666668,25.766666666666666,24.5375,20.025,18.883333333333333,75.25,68.41666666666667,72.16666666666667,-9999.0,-9999.0,-9999.0
395,395,2003-01-31,0.125,949.65,949.8833333333332,949.3958333333334,-3107.2916666666665,25.516666666666666,20.304166666666667,26.175,24.729166666666668,20.7875,19.766666666666666,77.5,70.125,73.54166666666667,-9999.0,-9999.0,-9999.0
396,396,2003-02-01,-2498.958333333333,-1785.5458333333331,-1785.3791666666666,-1785.8791666666666,-6217.208333333333,-2482.2791666666667,-2484.4625,-2481.9375,-2482.7916666666665,-2484.1875,-2484.7625000000003,-2434.208333333333,-2438.625,-2436.708333333333,-9999.0,-9999.0,-9999.0
