,Data,Unnamed: 0,PRECIP. TOTAL (mm),PRESSÃO ATM. (mB),PRESSÃO MAX. (mB),PRESSÃO MIN. (mB),RADIAÇÃO GLOBAL (KJ/m²),TEMP. AR (°C),TEMP. ORVALHO (°C),TEMP. MÁX. (°C),TEMP. MÍN. (°C),TEMP. ORVALHO MAX. (°C),TEMP. ORVALHO MIN. (°C),UMID. REL. MAX. (%),UMID. REL. MIN. (%),UMID. REL. AR (%),DIREÇÃO VENTO (°),RAJADA VENTO (m/s),VEL. VENTO (m/s)
18,2002-01-19,443.5,0.0,949.9666666666667,950.1875,949.7875,-2932.2083333333335,24.65833333333333,16.033333333333335,25.3875,23.787499999999998,16.5625,15.208333333333334,63.958333333333336,56.583333333333336,60.625,114.875,5.416666666666667,2.975
19,2002-01-20,467.5,0.016666666666666666,949.9708333333333,950.225,949.6416666666668,-3149.625,26.47083333333333,19.916666666666668,27.304166666666664,25.96666666666667,20.354166666666668,19.5125,70.83333333333333,64.41666666666667,68.25,143.58333333333334,7.075,3.783333333333333
20,2002-01-21,491.5,0.0,952.275,952.5124999999999,951.9666666666667,-3348.7083333333335,25.633333333333336,20.45,26.104166666666668,25.058333333333334,20.787499999999998,20.058333333333334,76.95833333333333,71.875,74.20833333333333,120.45833333333333,5.883333333333333,2.9458333333333333
21,2002-01-22,515.5,-3332.1,-2696.641666666667,-3152.7999999999997,-3153.225,-4051.4166666666665,-3316.5875,-3319.4208333333336,-3733.6416666666664,-3734.504166666667,-3736.4833333333336,-3737.129166666667,-3699.25,-3703.25,-3280.875,-3212.7916666666665,-3745.620833333333,-3330.8916666666664
22,2002-01-23,539.5,0.024999999999999998,953.5,953.8291666666668,953.2583333333333,-3285.9583333333335,24.27916666666667,19.716666666666665,24.854166666666668,23.704166666666666,20.208333333333332,19.054166666666667,79.875,72.79166666666667,76.875,131.125,5.683333333333334,2.829166666666667
23,2002-01-24,563.5,0.0,950.9375,951.2875,950.6833333333334,-3145.2083333333335,26.087500000000002,19.845833333333335,26.787499999999998,25.320833333333336,20.395833333333332,19.341666666666665,74.04166666666667,66.79166666666667,70.04166666666667,153.83333333333334,5.920833333333333,3.233333333333333
24,2002-01-25,587.5,0.0,950.1625,950.4166666666666,949.9250000000001,-3134.3333333333335,27.541666666666668,20.583333333333332,28.120833333333334,26.925,21.037499999999998,20.175,70.08333333333333,64.5,67.29166666666667,203.33333333333334,6.0874999999999995,3.0875
25,2002-01-26,611.5,0.0,950.1666666666666,950.3791666666666,949.9375,-3094.375,27.84166666666667,20.091666666666665,28.40833333333333,27.229166666666668,20.474999999999998,19.670833333333334,66.875,61.875,64.33333333333333,182.70833333333334,6.4875,3.529166666666667
26,2002-01-27,635.5,0.0,950.3666666666667,950.6875,950.0833333333334,-3104.0,27.666666666666668,20.341666666666665,28.27916666666667,26.983333333333334,20.708333333333332,19.929166666666667,68.70833333333333,62.958333333333336,65.79166666666667,185.95833333333334,6.0874999999999995,3.2875
27,2002-01-28,659.5,0.0,949.375,949.6875,949.0541666666667,-3097.0,27.420833333333334,20.920833333333334,28.037499999999998,26.90416666666667,21.47083333333333,20.554166666666667,71.58333333333333,65.625,68.54166666666667,234.75,7.516666666666667,4.029166666666667
28,2002-01-29,683.5,-2083.125,-1331.3166666666668,-1331.1291666666668,-1331.6000000000001,-3288.9583333333335,-2061.795833333333,-2066.366666666667,-2061.2125,-2062.258333333333,-2066.0416666666665,-2066.6375000000003,-2024.625,-2029.1666666666667,-2026.75,-1933.375,-2077.0833333333335,-2080.054166666667
29,2002-01-30,707.5,-833.2416666666667,38.16250000000003,38.395833333333364,37.85416666666669,-4075.7916666666665,-809.225,-814.2291666666666,-808.6999999999999,-809.6999999999999,-813.9,-814.6125000000001,-763.7916666666666,-768.9166666666666,-766.125,-662.5,-827.4166666666666,-830.2791666666667
30,2002-01-31,731.5,-415.80833333333334,493.5208333333333,493.82916666666665,493.2583333333334,-3061.0,-391.7625,-397.47499999999997,-391.0833333333333,-392.4583333333333,-396.8541666666667,-397.89166666666665,-344.5,-351.3333333333333,-348.3333333333333,-229.33333333333334,-409.5833333333333,-413.3958333333333
31,2002-02-01,755.5,0.0,951.25,951.5041666666666,950.8666666666667,-3501.0,25.462500000000002,20.266666666666666,25.90416666666667,24.95,20.629166666666666,19.820833333333333,76.125,70.25,73.16666666666667,259.7916666666667,5.920833333333333,2.8000000000000003
32,2002-02-02,779.5,0.049999999999999996,952.0,952.2916666666666,951.7624999999999,-3316.4583333333335,24.78333333333333,21.0625,25.2625,24.358333333333334,21.441666666666666,20.7125,83.0,77.54166666666667,80.5,206.75,4.454166666666667,1.9583333333333333
33,2002-02-03,803.5,-416.625,950.6958333333333,950.9708333333333,950.4666666666667,-3613.0833333333335,25.195833333333336,17.412499999999998,25.912499999999998,24.495833333333334,18.3625,16.925,70.16666666666667,63.208333333333336,65.70833333333333,-231.16666666666666,-412.1666666666667,2.533333333333333
34,2002-02-04,827.5,-416.625,949.4499999999999,949.6833333333334,949.2333333333332,-3395.7083333333335,26.116666666666664,15.108333333333334,26.733333333333334,25.329166666666666,15.75,14.179166666666667,56.125,49.75,53.0,-279.5416666666667,-410.6666666666667,3.4916666666666667
35,2002-02-05,851.5,0.0,950.6416666666668,950.8583333333332,950.3458333333333,-3077.4583333333335,27.25,16.462500000000002,27.995833333333334,26.491666666666664,17.195833333333333,15.775,56.25,49.666666666666664,52.958333333333336,99.58333333333333,6.945833333333333,3.6875
36,2002-02-06,875.5,0.45,950.3625000000001,950.6374999999999,950.0708333333333,-4685.208333333333,-1227.0541666666666,-1234.2583333333334,-808.4,-809.8874999999999,-816.3249999999999,-817.7041666666668,60.583333333333336,47.875,-1613.2916666666667,-1147.4583333333333,-827.8333333333334,-1247.4291666666666
37,2002-02-07,899.5,0.3333333333333333,949.7916666666666,950.0916666666667,949.5166666666668,-3326.6666666666665,22.575,17.858333333333334,23.245833333333334,22.045833333333334,18.441666666666666,17.4375,78.70833333333333,72.91666666666667,75.95833333333333,159.33333333333334,7.583333333333333,4.095833333333333
38,2002-02-08,923.5,0.0,949.9875000000001,950.3041666666667,949.7125,-3358.8333333333335,23.46666666666667,18.945833333333333,23.95,22.97083333333333,19.349999999999998,18.55,79.875,74.5,77.16666666666667,162.125,5.3625,2.6333333333333333
39,2002-02-09,947.5,0.09999999999999999,949.8666666666667,950.1374999999999,949.5875,-3307.4166666666665,24.9375,19.541666666666668,25.558333333333334,24.179166666666664,20.087500000000002,18.974999999999998,77.33333333333333,69.04166666666667,73.0,141.08333333333334,4.2250000000000005,2.1750000000000003
40,2002-02-10,971.5,0.0,950.2875,950.5333333333333,950.0291666666667,-2985.9166666666665,26.599999999999998,17.979166666666668,27.3,25.916666666666668,18.704166666666666,17.220833333333335,65.79166666666667,58.333333333333336,62.291666666666664,162.08333333333334,3.6374999999999997,1.9291666666666665
41,2002-02-11,995.5,0.26666666666666666,950.375,950.6166666666667,950.1041666666666,-3378.0416666666665,26.474999999999998,19.420833333333334,27.525000000000002,25.775000000000002,20.170833333333334,18.7375,70.79166666666667,60.833333333333336,66.33333333333333,70.41666666666667,5.5625,2.7125
42,2002-02-12,1019.5,0.016666666666666666,952.7041666666668,953.0375,952.2791666666667,-3402.8333333333335,24.245833333333334,19.958333333333332,24.879166666666666,23.704166666666666,20.508333333333333,19.483333333333334,80.91666666666667,74.25,77.79166666666667,198.0,5.754166666666666,2.6458333333333335
43,2002-02-13,1043.5,1.0166666666666668,952.1083333333332,952.4166666666666,951.8291666666668,-3428.375,24.208333333333332,19.8125,24.8,23.445833333333336,20.320833333333333,19.341666666666665,81.08333333333333,74.79166666666667,77.70833333333333,135.41666666666666,5.529166666666668,2.783333333333333
44,2002-02-14,1067.5,0.10000000000000002,951.5666666666666,951.8000000000001,951.2041666666668,-3436.0,23.483333333333334,20.116666666666667,24.025000000000002,22.929166666666664,20.620833333333334,19.666666666666668,85.125,78.83333333333333,82.0,129.875,6.266666666666667,3.4916666666666667
45,2002-02-15,1091.5,0.2833333333333333,952.3958333333334,952.6958333333333,952.0875,-3694.4166666666665,24.462500000000002,20.25,24.979166666666668,23.7,20.641666666666666,19.783333333333335,81.33333333333333,75.29166666666667,78.04166666666667,199.45833333333334,6.729166666666667,3.220833333333333
46,2002-02-16,1115.5,0.25,953.2416666666667,953.4833333333332,952.9791666666666,-3574.9166666666665,23.925,20.233333333333334,24.52916666666667,23.4875,20.6375,19.891666666666666,83.33333333333333,77.83333333333333,81.08333333333333,136.875,6.670833333333333,3.595833333333333
47,2002-02-17,1139.5,-8749.125,-8629.887499999999,-8629.883333333333,-8629.9625,-9999.0,-8746.508333333333,-8746.695833333333,-8746.483333333334,-8746.520833333334,-8746.683333333332,-8746.699999999999,-8737.625,-8737.833333333334,-8737.708333333334,-8735.333333333334,-8748.720833333333,-8748.870833333332
48,2002-02-18,1163.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
49,2002-02-19,1187.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
50,2002-02-20,1211.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
51,2002-02-21,1235.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
52,2002-02-22,1259.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
53,2002-02-23,1283.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
54,2002-02-24,1307.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
55,2002-02-25,1331.5,-8332.5,-8174.220833333333,-8174.1875,-8174.2375,-8161.916666666667,-8327.612500000001,-8329.616666666667,-8327.275,-8327.645833333334,-8329.454166666666,-8329.933333333332,-8323.75,-8326.0,-8324.166666666666,-8306.416666666666,-8331.9625,-8332.300000000001
56,2002-02-26,1355.5,0.0,949.7624999999999,950.0583333333334,949.5083333333333,-3793.625,25.925,19.849999999999998,26.724999999999998,25.183333333333334,20.391666666666666,19.229166666666668,73.5,64.95833333333333,69.625,71.45833333333333,5.95,3.2375000000000003
57,2002-02-27,1379.5,1.4583333333333333,951.6,951.8916666666668,951.2708333333334,-2635.0833333333335,23.087500000000002,19.55,23.733333333333334,22.575,20.054166666666667,19.220833333333335,84.0,77.33333333333333,80.79166666666667,71.70833333333333,8.262500000000001,4.279166666666667
58,2002-02-28,1403.5,-416.625,495.41249999999997,495.62916666666666,495.1458333333333,-3198.5416666666665,-392.50833333333327,-397.9583333333333,-392.0208333333333,-393.06666666666666,-397.56666666666666,-398.35833333333335,-345.2083333333333,-350.5,-347.8333333333333,-247.375,-408.825,-412.575
59,2002-03-01,1427.5,0.0,953.4541666666668,953.6958333333333,953.1041666666666,-3887.625,24.6125,19.5,25.325,24.070833333333336,20.079166666666666,19.166666666666668,77.33333333333333,70.33333333333333,73.70833333333333,161.16666666666666,5.8374999999999995,2.8625000000000003
60,2002-03-02,1451.5,-416.425,953.125,953.3874999999999,952.8958333333334,-3665.125,24.666666666666668,19.541666666666668,25.329166666666666,23.829166666666666,20.325,18.95,80.125,71.91666666666667,75.625,-268.2916666666667,-412.7250000000001,1.9583333333333333
61,2002-03-03,1475.5,0.2833333333333334,952.5,952.7416666666667,952.3000000000001,-3779.125,25.15833333333333,20.470833333333335,26.037499999999998,24.325,21.020833333333332,19.849999999999998,80.5,72.04166666666667,76.58333333333333,123.25,4.483333333333333,1.8916666666666666
62,2002-03-04,1499.5,0.016666666666666666,952.4625,952.65,952.2666666666668,-3233.1666666666665,27.0125,19.629166666666666,27.662499999999998,26.2,20.308333333333334,18.983333333333334,71.04166666666667,63.791666666666664,66.875,141.66666666666666,4.8625,2.6
63,2002-03-05,1523.5,0.008333333333333333,953.1333333333333,953.375,952.9041666666667,-3530.0416666666665,26.833333333333332,19.75,27.55,26.245833333333334,20.416666666666668,19.204166666666666,69.875,63.083333333333336,66.41666666666667,199.08333333333334,5.508333333333333,2.7541666666666664
64,2002-03-06,1547.5,0.0,951.9375,952.2833333333333,951.6458333333334,-3572.6666666666665,25.96666666666667,20.1125,26.59166666666667,25.275000000000002,20.595833333333335,19.495833333333334,75.20833333333333,67.625,71.54166666666667,220.20833333333334,4.916666666666667,2.3666666666666667
65,2002-03-07,1571.5,0.0,952.2083333333334,952.4458333333333,951.8791666666666,-3553.375,25.958333333333332,18.895833333333332,26.666666666666668,25.304166666666664,19.433333333333334,18.370833333333334,70.08333333333333,63.166666666666664,66.95833333333333,169.79166666666666,5.25,2.4499999999999997
66,2002-03-08,1595.5,0.0,953.7916666666666,954.0500000000001,953.5458333333332,-3493.875,26.366666666666664,18.779166666666665,26.945833333333336,25.704166666666666,19.375,18.3,69.25,62.291666666666664,65.29166666666667,168.54166666666666,5.495833333333334,2.4791666666666665
67,2002-03-09,1619.5,0.25,953.9833333333332,954.2541666666666,953.6791666666667,-3842.875,25.8875,19.591666666666665,26.758333333333336,25.083333333333332,20.175,18.875,74.04166666666667,65.125,69.83333333333333,61.0,4.558333333333334,2.4625
68,2002-03-10,1643.5,-416.60833333333335,953.1458333333334,953.4916666666667,952.8583333333332,-3769.2916666666665,26.616666666666664,20.679166666666667,27.3875,25.787499999999998,21.395833333333332,19.912499999999998,76.375,67.58333333333333,72.04166666666667,-289.0416666666667,-412.14166666666665,2.379166666666667
69,2002-03-11,1667.5,0.275,952.4291666666667,952.725,952.1708333333332,-3635.9583333333335,26.025000000000002,19.754166666666666,26.837500000000002,25.295833333333334,20.6125,19.1875,75.41666666666667,67.58333333333333,71.25,131.66666666666666,5.858333333333333,2.8625000000000003
70,2002-03-12,1691.5,0.0,954.4083333333333,954.6833333333334,954.0291666666667,-3777.875,25.708333333333332,20.05,26.191666666666666,25.083333333333332,20.633333333333333,19.3875,76.66666666666667,69.125,72.5,202.5,3.9791666666666665,1.7583333333333335
71,2002-03-13,1715.5,0.0,954.1208333333334,954.5124999999999,953.7875,-3583.2083333333335,25.608333333333334,19.57916666666667,26.416666666666668,24.95,20.341666666666665,18.925,75.29166666666667,67.25,71.5,196.33333333333334,5.354166666666667,2.2125
72,2002-03-14,1739.5,0.0,951.4625,951.7208333333333,951.25,-3544.875,26.849999999999998,19.8625,27.479166666666668,26.087500000000002,20.458333333333332,19.287499999999998,71.625,64.79166666666667,68.08333333333333,176.54166666666666,4.845833333333333,2.441666666666667
73,2002-03-15,1763.5,0.016666666666666666,950.9833333333332,951.3249999999999,950.6666666666666,-3599.2916666666665,26.95,20.304166666666667,27.629166666666666,26.175,20.945833333333333,19.854166666666668,73.16666666666667,65.125,68.5,150.79166666666666,5.416666666666667,2.6416666666666666
74,2002-03-16,1787.5,0.0,950.8291666666668,951.0916666666667,950.5583333333334,-3653.0,26.670833333333334,19.633333333333333,27.516666666666666,25.920833333333334,20.45,19.070833333333333,71.08333333333333,62.75,66.625,175.79166666666666,5.1499999999999995,2.408333333333333
75,2002-03-17,1811.5,0.008333333333333333,950.5833333333334,950.8541666666666,950.3458333333333,-3582.0833333333335,27.287499999999998,19.875,27.96666666666667,26.554166666666664,20.470833333333335,19.025000000000002,69.95833333333333,62.083333333333336,66.20833333333333,140.95833333333334,4.091666666666667,1.8666666666666665
76,2002-03-18,1835.5,0.0,950.2833333333333,950.5749999999999,949.9875000000001,-3879.0,26.78333333333333,20.404166666666665,27.516666666666666,26.108333333333334,21.041666666666668,19.941666666666666,72.875,65.04166666666667,68.75,190.33333333333334,4.5875,2.1708333333333334
77,2002-03-19,1859.5,0.0,949.0166666666668,949.3041666666667,948.7666666666668,-3800.8333333333335,25.837500000000002,20.883333333333333,26.433333333333334,25.3625,21.241666666666667,20.441666666666666,77.45833333333333,71.66666666666667,74.95833333333333,205.95833333333334,4.266666666666667,2.1374999999999997
78,2002-03-20,1883.5,0.016666666666666666,950.4125,950.6416666666668,950.0875,-3749.6666666666665,24.8875,20.345833333333335,25.59583333333333,24.27916666666667,20.829166666666666,19.8375,79.91666666666667,73.25,76.95833333333333,197.66666666666666,4.5249999999999995,2.1125000000000003
79,2002-03-21,1907.5,1.0833333333333333,951.3000000000001,951.5916666666667,950.9916666666667,-3536.0833333333335,23.8125,20.5625,24.6375,23.05,20.9875,20.041666666666668,86.41666666666667,78.54166666666667,83.125,183.20833333333334,4.708333333333333,2.15
80,2002-03-22,1931.5,0.2833333333333333,950.775,951.0500000000001,950.5416666666666,-3703.875,24.65833333333333,20.662499999999998,25.008333333333336,24.108333333333334,21.041666666666668,20.333333333333332,82.41666666666667,78.375,79.875,124.375,5.929166666666667,3.4375
81,2002-03-23,1955.5,-415.7166666666667,493.9041666666667,494.175,493.6583333333333,-4374.125,-394.675,-396.37083333333334,-394.29583333333335,-394.925,-396.15000000000003,-396.57916666666665,-329.4583333333333,-332.5833333333333,-330.5,-239.0,-412.7,-414.8208333333334
82,2002-03-24,1979.5,0.17500000000000002,949.8916666666668,950.1791666666667,949.6291666666666,-3962.8333333333335,23.879166666666666,21.583333333333332,24.325,23.325,21.875,21.254166666666666,90.0,84.875,87.25,286.9166666666667,6.745833333333334,3.5208333333333335
83,2002-03-25,2003.5,0.008333333333333333,949.9833333333332,950.2541666666666,949.7166666666667,-3724.6666666666665,24.95,21.145833333333332,25.575,24.28333333333333,21.650000000000002,20.683333333333334,84.04166666666667,77.08333333333333,80.5,183.83333333333334,4.841666666666667,2.5
84,2002-03-26,2027.5,0.5583333333333333,950.1416666666668,950.3833333333333,949.8874999999999,-3794.4583333333335,25.099999999999998,21.791666666666668,25.770833333333332,24.4875,22.28333333333333,21.3125,86.0,78.625,82.375,171.125,3.6875,1.8083333333333333
85,2002-03-27,2051.5,0.008333333333333333,950.85,951.0833333333334,950.5083333333333,-3805.2916666666665,25.875,21.0125,26.491666666666664,25.304166666666664,21.65416666666667,20.533333333333335,79.70833333333333,73.08333333333333,76.20833333333333,114.70833333333333,4.895833333333333,2.5375
86,2002-03-28,2075.5,0.0,952.4583333333334,952.725,952.1916666666666,-3685.4166666666665,24.870833333333334,19.912499999999998,25.375,24.291666666666668,20.291666666666668,19.5125,78.33333333333333,72.83333333333333,75.5,139.20833333333334,5.145833333333333,2.475
87,2002-03-29,2099.5,0.016666666666666666,951.4833333333332,951.7125,951.2666666666668,-3686.5,26.170833333333334,19.658333333333335,26.787499999999998,25.412499999999998,20.099999999999998,19.145833333333332,72.16666666666667,65.45833333333333,68.58333333333333,-304.2083333333333,-827.6333333333333,-413.58750000000003
88,2002-03-30,2123.5,-1666.5,-873.4541666666668,-873.2875,-873.7041666666668,-5056.916666666667,-1644.6958333333332,-1650.4458333333332,-1644.2749999999999,-1645.1541666666665,-1649.9875,-1650.7541666666666,-1607.75,-1612.5,-1610.2916666666667,-5397.458333333333,-4997.466666666666,-5415.004166666667
89,2002-03-31,2147.5,-4999.5,-4522.554166666667,-4522.400000000001,-4522.720833333334,-5679.25,-4986.320833333333,-4988.945833333333,-4985.900000000001,-4986.6875,-4988.6375,-4989.229166666667,-4960.875,-4964.958333333333,-4962.75,-9999.0,-9999.0,-9999.0
90,2002-04-01,2171.5,-2916.375,-2241.0958333333333,-2240.891666666667,-2241.2291666666665,-3921.4583333333335,-2899.491666666667,-2902.370833333333,-2899.0625,-2900.004166666667,-2902.0750000000003,-2902.6541666666667,-2858.0,-2862.375,-2860.25,-9999.0,-9999.0,-9999.0
91,2002-04-02,2195.5,1.2583333333333335,952.6958333333333,952.9458333333333,952.4541666666668,-3837.2083333333335,24.3625,19.9875,25.129166666666666,23.604166666666668,20.6125,19.579166666666666,82.29166666666667,74.75,78.5,-9999.0,-9999.0,-9999.0
92,2002-04-03,2219.5,0.0,954.5583333333334,954.7666666666668,954.35,-3789.375,26.066666666666666,19.095833333333335,26.745833333333334,25.229166666666668,20.0125,18.466666666666665,73.0,65.125,68.29166666666667,-9999.0,-9999.0,-9999.0
93,2002-04-04,2243.5,0.0,954.2291666666666,954.4458333333333,954.0458333333332,-3705.1666666666665,26.3125,18.4,26.962500000000002,25.558333333333334,19.025000000000002,17.816666666666666,67.5,61.166666666666664,64.20833333333333,-9999.0,-9999.0,-9999.0
94,2002-04-05,2267.5,0.0,952.8583333333332,953.0833333333334,952.6999999999999,-3749.6666666666665,26.120833333333334,18.349999999999998,27.083333333333332,25.366666666666664,19.045833333333334,17.654166666666665,68.04166666666667,59.625,64.20833333333333,-9999.0,-9999.0,-9999.0
95,2002-04-06,2291.5,0.0,950.4499999999999,950.7208333333333,950.2458333333334,-3658.4583333333335,26.775000000000002,17.662499999999998,27.412499999999998,26.162499999999998,18.3,16.783333333333335,62.208333333333336,54.833333333333336,58.958333333333336,-9999.0,-9999.0,-9999.0
96,2002-04-07,2315.5,0.049999999999999996,950.0,950.2125,949.7875,-3749.6666666666665,25.837500000000002,18.066666666666666,26.558333333333334,25.037499999999998,18.825,17.474999999999998,68.33333333333333,60.25,63.916666666666664,-9999.0,-9999.0,-9999.0
97,2002-04-08,2339.5,0.0,950.7458333333334,950.9625,950.4958333333334,-3669.625,26.354166666666668,18.216666666666665,27.037499999999998,25.59166666666667,18.979166666666668,17.570833333333333,66.70833333333333,59.458333333333336,62.791666666666664,-9999.0,-9999.0,-9999.0
